office,candidate,party,state,incumbency,result,total money,district
Senator O,John Cowdery,REP,AK,Incumbent,Won-General,160960.0,nan
Senator Q,Thomas Wagoner,REP,AK,Incumbent,Won-General,150460.92,nan
State Representative,Tom Anderson,REP,AK,Incumbent,Won-General,130730.0,19
State Representative,David Guttenberg,DEM,AK,Incumbent,Won-General,120978.01,8
Senator G,Lyda Green,REP,AK,Incumbent,Won-General,119868.16,nan
Senator K,Bettye Davis,DEM,AK,Incumbent,Won-General,119538.8,nan
Senator O,Lynda Zaugg,DEM,AK,Challenger,Lost-General,114976.46,nan
State Representative,Bruce Weyhrauch,REP,AK,Incumbent,Won-General,113455.66,4
State Representative,Norman Rokeberg,REP,AK,Incumbent,Won-General,112500.16,27
State Representative,Lesil McGuire,REP,AK,Incumbent,Won-General,107810.01,28
Senator E,Rita Allee,DEM,AK,Challenger,Lost-General,105967.4,nan
State Representative,Michael Kelly,REP,AK,Open,Won-General,99852.19,7
State Representative,Vic Kohring,REP,AK,Incumbent,Won-General,99528.11,14
State Representative,Matthew Edward Moore,DEM,AK,Challenger,Lost-General,98989.68,32
Senator T,Tara Maclean Sweeney,IND,AK,Challenger,Lost-General,94692.72,nan
Senator A,Bert Stedman,REP,AK,Incumbent,Won-General,94188.23,nan
State Representative,Kevin Meyer,REP,AK,Incumbent,Won-General,90500.66,30
Senator T,Donald Olson,DEM,AK,Incumbent,Won-General,89840.0,nan
Senator M,Hollis French II,DEM,AK,Incumbent,Won-General,89599.91,nan
State Representative,Michael Hawker,REP,AK,Incumbent,Won-General,89138.67,32
State Representative,Jay Ramras,REP,AK,Open,Won-General,89058.0,10
State Representative,Gabrielle Ledoux,REP,AK,Open,Won-General,88687.25,36
State Representative,Leslie Gara,DEM,AK,Incumbent,Won-General,85714.28,23
State Representative,Alberta Gardner,DEM,AK,Open,Won-General,84482.59,24
State Representative,Joseph Wayne Miller,REP,AK,Challenger,Lost-General,83817.12,8
State Representative,John Harris,REP,AK,Incumbent,Won-General,83465.0,12
State Representative,Peter Kott,REP,AK,Incumbent,Won-General,83392.33,17
State Representative,Kathy Dietrich,DEM,AK,Open,Lost-General,83344.19,7
State Representative,Harry Crawford Jr.,DEM,AK,Incumbent,Won-General,81644.71,21
State Representative,Dawn Allen-Herron,DEM,AK,Open,Lost-General,74875.0,1
State Representative,William Moffatt,REP,AK,Challenger,Lost-General,73804.13,20
State Representative,Beth Kerttula,DEM,AK,Incumbent,Won-General,70615.26,3
Senator C,Albert Kookesh,DEM,AK,Open,Won-General,70177.04,nan
Senator R,Gary Lee Stevens,REP,AK,Incumbent,Won-General,69753.33,nan
State Representative,Robert Lynn,REP,AK,Incumbent,Won-General,68769.16,31
State Representative,Ethan Berkowitz,DEM,AK,Incumbent,Won-General,67862.34,26
Senator E,Gary Robert Wilken,REP,AK,Incumbent,Won-General,67300.0,nan
