office,candidate,party,state,incumbency,result,total money,district
State Senator,Laura Sands,DEM,IA,Open,Lost-General,588208.64,32
State Representative,Christopher Rants,REP,IA,Incumbent,Won-General,407769.41,54
State Senator,Michael Gronstal,DEM,IA,Incumbent,Won-General,405916.45,50
State Senator,Wayne Sawtelle,DEM,IA,Challenger,Lost-General,310088.86,22
State Senator,Larry McKibben,REP,IA,Incumbent,Won-General,284488.9,22
State Senator,Thomas Rielly,DEM,IA,Challenger,Won-General,277179.3,38
State Representative,Charles Gipp,REP,IA,Incumbent,Won-General,266645.0,16
State Representative,Patrick Joseph Murphy,DEM,IA,Incumbent,Won-General,266075.52,28
State Senator,Brad Zaun,REP,IA,Open,Won-General,263378.02,32
State Senator,Jeffrey Danielson,DEM,IA,Open,Won-General,251606.74,10
State Senator,Frank Wood,DEM,IA,Challenger,Won-General,249440.1,42
State Representative,Roger Grobstich,DEM,IA,Challenger,Lost-General,230738.68,35
State Senator,James Hahn,REP,IA,Open,Won-General,227626.28,40
State Senator,Bryan Sievers,REP,IA,Incumbent,Lost-General,209107.85,42
State Senator,Neal Schuerer,REP,IA,Incumbent,Lost-General,208740.91,38
State Senator,Brian Schoenjahn,DEM,IA,Open,Won-General,201567.65,12
State Senator,Frank Dowie,REP,IA,Open,Lost-General,198450.44,10
State Representative,Mike Owen,DEM,IA,Open,Lost-General,197013.12,79
State Senator,Steve Waterman,DEM,IA,Challenger,Lost-General,194146.73,48
State Senator,Tom Hancock,DEM,IA,Challenger,Won-General,193360.39,16
State Senator,Jeff Angelo,REP,IA,Incumbent,Won-General,191064.82,48
State Senator,John Kibbie,DEM,IA,Incumbent,Won-General,185850.34,4
State Representative,Danny Carroll,REP,IA,Incumbent,Won-General,183587.85,75
State Senator,Ron Longmuir,REP,IA,Open,Lost-General,182319.62,12
State Representative,Eric Palmer,DEM,IA,Challenger,Lost-General,177586.98,75
State Representative,William Dix,REP,IA,Incumbent,Won-General,170822.93,17
State Representative,Dawn Pettengill,DEM,IA,Challenger,Won-General,168561.53,39
State Representative,Ray Zirkelbach,DEM,IA,Challenger,Won-General,155378.53,31
State Representative,Stephen Milder,DEM,IA,Challenger,Lost-General,154804.22,18
State Representative,Nathan Reichert,DEM,IA,Open,Won-General,152746.18,80
State Representative,Robert Kressig,DEM,IA,Challenger,Won-General,147454.4,19
State Representative,Greg Stevens,DEM,IA,Incumbent,Lost-General,142905.0,6
State Representative,Jeff Kaufmann,REP,IA,Open,Won-General,141005.8,79
State Senator,Julie Hosch,REP,IA,Incumbent,Lost-General,133569.91,16
State Senator,Thomas Fiegen,DEM,IA,Open,Lost-General,116472.96,40
State Representative,Mary Meisterling,REP,IA,Challenger,Lost-General,115370.72,38
State Senator,Jerry Behn,REP,IA,Incumbent,Won-General,115066.98,24
State Representative,Barry Brauns,REP,IA,Open,Lost-General,114493.32,80
State Representative,Geri Huser,DEM,IA,Incumbent,Won-General,113824.21,42
State Representative,Gene Manternach,REP,IA,Incumbent,Lost-General,113287.35,31
State Representative,Mike May,REP,IA,Challenger,Won-General,106107.96,6
