office,candidate,party,state,incumbency,result,total money,district
State Senator,Hugh Kenneth Leatherman Sr.,REP,SC,Incumbent,Won-General,602043.0,31
State Senator,Ken Wingate,REP,SC,Open,Lost-General,509402.03,22
State Senator,Joel Lourie,DEM,SC,Open,Won-General,476818.81,22
State Senator,Glenn McConnell,REP,SC,Incumbent,Won-General,413798.61,41
State Senator,Ronnie Cromer,REP,SC,Incumbent,Won-General,396091.04,18
State Senator,George Campsen III,REP,SC,Open,Won-General,355917.83,43
State Senator,John Knotts Jr.,REP,SC,Incumbent,Won-General,353432.47,23
State Senator,Kent Williams,DEM,SC,Open,Won-General,240967.88,30
State Senator,Dick Elliott,DEM,SC,Incumbent,Won-General,231824.04,28
State Senator,Dickie Jones,REP,SC,Challenger,Lost-General,220968.0,35
State Senator,Gerald Malloy,DEM,SC,Incumbent,Won-General,215659.09,29
State Senator,John Courson,REP,SC,Incumbent,Won-General,210350.04,20
State Senator,Danny Verdin,REP,SC,Incumbent,Won-General,203128.23,9
State Representative,David Wilkins,REP,SC,Incumbent,Won-General,197149.04,24
State Senator,Vincent Sheheen,DEM,SC,Incumbent,Won-General,195789.04,27
State Senator,John David Hawkins,REP,SC,Incumbent,Won-General,193233.14,12
State Senator,Nikki Giles Setzler,DEM,SC,Incumbent,Won-General,176838.0,26
State Senator,Thomas Moore,DEM,SC,Incumbent,Won-General,156225.54,25
State Senator,Luke Rankin,REP,SC,Incumbent,Won-General,156056.59,33
State Representative,Robert Harrell Jr.,REP,SC,Incumbent,Won-General,153845.98,114
State Representative,Tracy Edge,REP,SC,Incumbent,Won-General,140772.82,104
State Senator,Steven Wukela,DEM,SC,Challenger,Lost-General,140754.25,31
State Senator,John Land III,DEM,SC,Incumbent,Won-General,135868.83,36
State Representative,Doug Smith,REP,SC,Incumbent,Won-General,130957.79,32
State Senator,John McGill,DEM,SC,Incumbent,Won-General,130890.24,32
State Representative,Joan Brady,REP,SC,Open,Won-General,126999.13,78
State Senator,Robert Ford,DEM,SC,Incumbent,Won-General,119791.76,42
State Representative,Charles Smith,DEM,SC,Challenger,Lost-General,116536.77,119
State Senator,Phil Leventis,DEM,SC,Incumbent,Won-General,115525.05,35
State Senator,Steve Kelly,REP,SC,Challenger,Lost-General,113916.7,27
State Senator,Glenn Reese,DEM,SC,Incumbent,Won-General,113185.19,11
State Representative,Catherine Ceips,REP,SC,Incumbent,Won-General,104787.36,124
State Senator,Randy Scott,REP,SC,Open,Won-General,103541.28,38
State Senator,Larry Grooms,REP,SC,Incumbent,Won-General,102297.87,37
State Representative,Ralph Norman,REP,SC,Open,Won-General,99197.5,48
State Representative,Michael Thompson,REP,SC,Incumbent,Won-General,97597.71,9
State Senator,Bradley Hutto,DEM,SC,Incumbent,Won-General,93213.12,40
State Senator,William Odell,REP,SC,Incumbent,Won-General,91791.04,4
State Senator,Harvey Smith Peeler Jr.,REP,SC,Incumbent,Won-General,91509.23,14
State Senator,Justin Kahn,DEM,SC,Challenger,Lost-General,89742.3,41
State Senator,Kay Patterson,DEM,SC,Incumbent,Won-General,84905.09,19
State Senator,Chauncey Klugh Gregory,REP,SC,Incumbent,Won-General,83689.04,16
State Representative,Colonel Huggins Jr.,REP,SC,Incumbent,Won-General,81113.04,85
State Representative,Marty Coates,REP,SC,Incumbent,Won-General,80126.54,60
State Representative,Nikki Haley,REP,SC,Open,Won-General,79301.04,87
State Senator,Steve Parker,REP,SC,Challenger,Lost-General,75205.45,11
State Senator,Jefferson Verne Smith,REP,SC,Incumbent,Won-General,73196.78,5
State Senator,Ralph Anderson,DEM,SC,Incumbent,Won-General,69453.58,7
State Representative,Daniel Cooper,REP,SC,Incumbent,Won-General,67159.04,10
State Senator,Darrell Jackson,DEM,SC,Incumbent,Won-General,66867.84,21
State Senator,Kit Smith,DEM,SC,Challenger,Withdrew-General,66638.82,20
State Representative,Lachlan McIntosh,DEM,SC,Challenger,Lost-General,65966.9,97
State Senator,James Bryan Jr.,DEM,SC,Challenger,Lost-General,63860.67,9
State Senator,Linda Short,DEM,SC,Incumbent,Won-General,63264.79,17
State Representative,Annette Young,REP,SC,Incumbent,Won-General,63015.04,98
State Representative,Thad Viers,REP,SC,Incumbent,Won-General,62996.33,68
State Representative,Harry Cato,REP,SC,Incumbent,Won-General,61574.04,17
State Representative,George Bailey,REP,SC,Incumbent,Won-General,59733.79,97
State Representative,Wallace Scarborough,REP,SC,Incumbent,Won-General,59657.37,115
State Senator,Constance Anastopoulo,DEM,SC,Open,Lost-General,59033.18,43
State Representative,Ted Pitts,REP,SC,Incumbent,Won-General,57224.04,69
State Representative,Nelson Hardwick,REP,SC,Open,Won-General,55500.0,106
State Representative,Kenny Bingham,REP,SC,Incumbent,Won-General,55175.0,89
State Senator,James Ritchie Jr.,REP,SC,Incumbent,Won-General,54813.43,13
State Representative,Scott Talley,REP,SC,Incumbent,Won-General,53409.04,34
State Senator,Donn Sinclair,DEM,SC,Challenger,Lost-General,50919.87,16
State Senator,John Matthews Jr.,DEM,SC,Incumbent,Won-General,50764.99,39
State Representative,William Cotty,REP,SC,Incumbent,Won-General,50738.04,79
State Representative,William Sandifer III,REP,SC,Incumbent,Won-General,50049.04,2
State Representative,Dan Tripp,REP,SC,Incumbent,Won-General,49054.04,28
State Representative,Laurie Slade Funderburk,DEM,SC,Open,Won-General,47497.51,52
State Senator,Michael Fair,REP,SC,Incumbent,Won-General,45435.7,6
State Senator,Warren Arthur,REP,SC,Challenger,Lost-General,45313.0,29
State Representative,Bob Walker,REP,SC,Incumbent,Won-General,44029.84,38
State Representative,Paul Agnew,DEM,SC,Open,Won-General,43975.0,11
State Representative,Swain Whitfield,REP,SC,Challenger,Lost-General,42149.9,77
State Representative,Gilda Cobb-Hunter,DEM,SC,Incumbent,Won-General,40997.04,66
State Senator,James Lander,DEM,SC,Challenger,Withdrew-General,40602.2,18
State Representative,Dwight Loftis,REP,SC,Incumbent,Won-General,39474.04,19
State Senator,David Lloyd Thomas,REP,SC,Incumbent,Won-General,38009.32,8
State Representative,James Merrill,REP,SC,Incumbent,Won-General,37152.32,99
State Representative,John Graham Altman III,REP,SC,Incumbent,Won-General,36435.04,119
State Representative,Benjamin Schwartz,DEM,SC,Challenger,Lost-General,36228.4,124
State Representative,Bill Whitmire,REP,SC,Incumbent,Won-General,36040.04,1
State Representative,James Battle Jr.,DEM,SC,Incumbent,Won-General,35999.04,57
