office,candidate,party,state,incumbency,result,total money,district
State Senator,Laura Kelly,DEM,KS,Challenger,Won-General,150267.15,18
State Senator,Jim Barone,DEM,KS,Incumbent,Won-General,140361.47,13
State Senator,Janis K. Lee,DEM,KS,Incumbent,Won-General,134642.47,36
State Senator,Lynda Wilkinson,REP,KS,Challenger,Lost-General,133117.92,13
State Senator,Barbara Allen,REP,KS,Incumbent,Won-General,124862.03,8
State Senator,Mark Buhler,REP,KS,Incumbent,Lost-General,121849.08,2
State Senator,Vicki Schmidt,REP,KS,Open,Won-General,113144.9,20
State Representative,Doug Mays,REP,KS,Incumbent,Won-General,109686.89,54
State Senator,Dennis Wilson,REP,KS,Open,Won-General,106947.5,37
State Senator,Roger Pine,REP,KS,Open,Won-General,100384.66,3
State Senator,James Barnett,REP,KS,Incumbent,Won-General,100014.67,17
State Senator,Carolyn McGinn,REP,KS,Open,Won-General,95581.41,31
State Senator,Nick Jordan,REP,KS,Incumbent,Won-General,95218.9,10
State Senator,Stephen Morris,REP,KS,Incumbent,Won-General,93083.61,39
State Senator,John Vratil,REP,KS,Incumbent,Won-General,92082.3,11
State Senator,Mark Gilstrap,DEM,KS,Incumbent,Won-General,89988.1,5
State Senator,Roger Reitz,REP,KS,Open,Won-General,89136.09,22
State Senator,Susan Wagle,REP,KS,Incumbent,Won-General,87510.63,30
State Senator,Ruth Teichman,REP,KS,Incumbent,Won-General,86736.7,33
State Senator,Anthony Hensley,DEM,KS,Incumbent,Won-General,85308.8,19
State Senator,Kay Oconnor,REP,KS,Incumbent,Won-General,84826.99,9
State Senator,Derek Larkin Schmidt,REP,KS,Incumbent,Won-General,84165.79,15
State Senator,David Wysong,REP,KS,Open,Won-General,81310.0,7
State Representative,Dean Newton,REP,KS,Incumbent,Won-General,80370.47,21
State Senator,Phillip Journey,REP,KS,Incumbent,Won-General,79406.1,26
State Senator,Terry Bruce,REP,KS,Open,Won-General,78347.42,34
State Senator,Timothy Huelskamp,REP,KS,Incumbent,Won-General,77243.4,38
State Senator,Pete Brungardt,REP,KS,Incumbent,Won-General,76502.28,24
State Senator,Dennis Pyle,REP,KS,Open,Won-General,74017.74,1
State Senator,Chris Steineger,DEM,KS,Incumbent,Won-General,73331.71,6
State Senator,Leslie Donovan Sr.,REP,KS,Incumbent,Won-General,73180.0,27
State Senator,Pat Apple,REP,KS,Open,Won-General,72594.6,12
State Senator,Dave Jackson,REP,KS,Incumbent,Lost-General,70942.9,18
State Senator,Larry Salmans,REP,KS,Challenger,Lost-General,69328.97,36
State Senator,Dwayne Umbarger,REP,KS,Incumbent,Won-General,68941.7,14
State Senator,Jan Justice,DEM,KS,Open,Lost-General,68035.24,3
State Senator,Jay Emler,REP,KS,Incumbent,Won-General,63833.26,35
Board Of Education District 004,Bill Wagnon,DEM,KS,Incumbent,Won-General,63140.9,nan
State Senator,Karin Brownlee,REP,KS,Incumbent,Won-General,60619.54,23
State Senator,Randy Brown,DEM,KS,Open,Lost-General,60266.88,31
State Senator,Henry Helgerson Jr.,DEM,KS,Incumbent,Lost-General,59372.6,28
Board Of Education District 004,Robert Meissner,REP,KS,Challenger,Lost-General,58561.0,nan
State Representative,John Edmonds,REP,KS,Incumbent,Won-General,57100.19,112
State Representative,Eric Carter,REP,KS,Incumbent,Won-General,56661.0,48
State Representative,Dennis McKinney,DEM,KS,Incumbent,Won-General,54987.26,116
State Senator,Peggy Palmer,REP,KS,Open,Won-General,54579.39,16
State Representative,Thomas Holland,DEM,KS,Incumbent,Won-General,52830.37,10
State Senator,Donald Betts Jr.,DEM,KS,Incumbent,Won-General,51593.28,29
State Representative,Kevin Yoder,REP,KS,Incumbent,Won-General,51453.92,20
State Senator,Steve Fitzgerald,REP,KS,Challenger,Lost-General,51018.04,5
State Representative,Mark Treaster,DEM,KS,Challenger,Won-General,50122.87,101
State Representative,Stephanie Sharp,REP,KS,Incumbent,Won-General,47435.21,17
State Representative,Mike Burgess,REP,KS,Incumbent,Won-General,47360.06,51
State Senator,Ralph Ostmeyer,REP,KS,Open,Won-General,46673.89,40
State Senator,Greta Goodwin,DEM,KS,Incumbent,Won-General,46300.63,32
State Representative,Ed Omalley,REP,KS,Incumbent,Won-General,45691.65,24
State Representative,David Huff,REP,KS,Incumbent,Won-General,44081.23,30
State Representative,Ward Loyd,REP,KS,Incumbent,Won-General,43389.12,123
State Representative,Joshua Svaty,DEM,KS,Incumbent,Won-General,41720.54,108
State Senator,Jean Kurtis Schodorf,REP,KS,Incumbent,Won-General,41065.0,25
State Representative,Tom Sloan,REP,KS,Incumbent,Won-General,40839.66,45
State Representative,Julie Menghini,DEM,KS,Open,Won-General,40003.69,3
State Representative,Brenda Landwehr,REP,KS,Incumbent,Won-General,39840.64,91
State Representative,Pat George,REP,KS,Challenger,Won-General,38690.0,119
State Senator,David Wilson,DEM,KS,Open,Lost-General,38005.38,20
State Representative,Robert Grant,DEM,KS,Incumbent,Won-General,37985.44,2
Board Of Education District 006,Kathy Martin,REP,KS,Open,Won-General,36856.0,nan
State Representative,Sydney Carlin,DEM,KS,Incumbent,Won-General,36489.7,66
State Senator,Daniel Thimesch,DEM,KS,Challenger,Lost-General,36081.87,26
State Representative,Terrie Huntington,REP,KS,Incumbent,Won-General,35885.0,25
State Representative,Lana Gordon,REP,KS,Incumbent,Won-General,35836.07,52
State Representative,Nancy Kirk,DEM,KS,Incumbent,Won-General,35646.14,56
State Senator,Alan Jilka,DEM,KS,Challenger,Lost-General,35515.0,24
State Representative,Tom Hawk,DEM,KS,Open,Won-General,34033.9,67
State Representative,Paul Davis,DEM,KS,Incumbent,Won-General,33793.64,46
State Representative,Doug Gatewood,DEM,KS,Incumbent,Won-General,33739.0,1
State Representative,Carl Krehbiel,REP,KS,Incumbent,Won-General,33510.0,74
State Representative,Pat Colloton,REP,KS,Open,Won-General,33445.0,28
State Senator,Ray La Boeuf,REP,KS,Challenger,Lost-General,33272.87,32
State Representative,Sue Storm,DEM,KS,Incumbent,Won-General,32981.69,22
State Representative,Ann Mah,DEM,KS,Open,Won-General,32855.35,53
State Representative,Melvin Neufeld,REP,KS,Incumbent,Won-General,32812.0,115
State Representative,Michael Oneal,REP,KS,Incumbent,Won-General,32734.38,104
State Representative,Martin Keenan,DEM,KS,Challenger,Lost-General,32457.1,112
State Representative,Judy Morrison,REP,KS,Incumbent,Won-General,32453.0,23
State Representative,Don Hill,REP,KS,Incumbent,Won-General,32190.88,60
State Senator,Duane Anstine,DEM,KS,Open,Lost-General,31981.1,34
State Representative,Shari Weber,REP,KS,Open,Won-General,31045.0,68
State Representative,Jene Vickrey,REP,KS,Incumbent,Won-General,30789.92,6
State Senator,Pete Roman,DEM,KS,Challenger,Lost-General,30068.6,10
State Senator,Sharon Karr,DEM,KS,Challenger,Lost-General,29991.83,17
State Representative,Bonnie Huy,REP,KS,Incumbent,Won-General,29833.56,87
State Representative,Harold Nye,DEM,KS,Open,Lost-General,29647.87,114
State Representative,Clay Aurand,REP,KS,Incumbent,Won-General,29601.0,109
State Representative,Ray Merrick,REP,KS,Incumbent,Won-General,28100.0,27
State Representative,Mario Goico,REP,KS,Incumbent,Won-General,27718.32,100
State Representative,Frank Miller,REP,KS,Incumbent,Won-General,27232.0,12
State Representative,Larry Powell,REP,KS,Incumbent,Won-General,27175.0,117
State Representative,Scott Schwab,REP,KS,Incumbent,Won-General,26395.6,49
State Senator,Mark Taddiken,REP,KS,Incumbent,Won-General,26119.8,21
State Senator,Tim Peterson,DEM,KS,Open,Lost-General,25756.73,40
State Representative,Kenny Wilk,REP,KS,Incumbent,Won-General,25717.91,42
State Representative,Willa Decastro,REP,KS,Incumbent,Won-General,25714.21,96
State Representative,Ray Cox,REP,KS,Incumbent,Won-General,25160.0,39
State Senator,Mike Petersen,REP,KS,Challenger,Won-General,25155.7,28
State Representative,Mary Pilcher-Cook,REP,KS,Open,Won-General,25038.92,18
State Representative,Rich Lorenzo,REP,KS,Challenger,Lost-General,24953.06,10
State Representative,Marti Crow,DEM,KS,Incumbent,Won-General,24917.19,41
State Representative,Bob Bethell,REP,KS,Incumbent,Won-General,24849.96,113
State Representative,Jan Scoggins-Waite,DEM,KS,Incumbent,Lost-General,24460.57,119
State Representative,Thomas Owens,REP,KS,Incumbent,Won-General,24371.71,19
State Representative,Steven Brunk,REP,KS,Incumbent,Won-General,24185.47,85
State Representative,Joe McLeland,REP,KS,Incumbent,Won-General,23816.51,94
State Representative,Jim Yonally,REP,KS,Incumbent,Won-General,23695.13,16
State Representative,Jim Ward,DEM,KS,Incumbent,Won-General,23685.36,88
State Representative,Mitch Holmes,REP,KS,Open,Won-General,23316.71,114
