,State,Position,District,Candidate,Party,Year Elected,Next Election,Number of Terms in Position,Unopposed in Last Election,DEM Unopposed in Primary,REP Unopposed in Primary
0,Maryland,Attorney General,0,Brian Frosh,DEM,2014,2018,1,No,Yes,Yes
1,Maryland,Comptroller,0,Peter Franchot,DEM,2014,2018,3,No,Yes,Yes
2,Maryland,Governor,0,Lawrence Hogan Jr.,REP,2014,2018,1,No,No,Yes
3,Maryland,State Representative,10,Hasan Mahfuz Jalisi,DEM,2014,2018,1,No,No,No
4,Maryland,State Representative,11,Shelly Hettleman,DEM,2014,2018,1,No,No,Yes
5,Maryland,State Representative,12,Clarence Lam,DEM,2014,2018,1,No,No,No
6,Maryland,State Representative,13,Shane Pendergrass,DEM,2014,2018,1,No,No,Yes
7,Maryland,State Representative,14,Anne Kaiser,DEM,2014,2018,1,No,No,No
8,Maryland,State Representative,15,Aruna Miller,DEM,2014,2018,1,No,No,No
9,Maryland,State Representative,16,Marc Alan Korman,DEM,2014,2018,1,No,No,Yes
10,Maryland,State Representative,17,Kumar Barve,DEM,2014,2018,3,No,No,Yes
11,Maryland,State Representative,18,Alfred Carr Jr.,DEM,2014,2018,1,No,No,Yes
12,Maryland,State Representative,19,Benjamin Fred Kramer,DEM,2014,2018,3,No,No,No
13,Maryland,State Representative,1A,Wendell Beitzel,REP,2014,2018,3,Yes,Yes,No
14,Maryland,State Representative,1B,Jason Buckel,REP,2014,2018,1,No,Yes,Yes
15,Maryland,State Representative,1C,Mike McKay,REP,2014,2018,1,No,Yes,No
16,Maryland,State Representative,20,Sheila Ellis Hixson,DEM,2014,2018,1,No,No,Yes
17,Maryland,State Representative,21,Joseline Pena-Melnyk,DEM,2014,2018,1,No,No,No
18,Maryland,State Representative,22,Anne Healey,DEM,2014,2018,1,No,No,Yes
19,Maryland,State Representative,23A,Geraldine Valentino-Smith,DEM,2014,2018,1,No,No,Yes
20,Maryland,State Representative,23B,Joseph Vallario Jr.,DEM,2014,2018,1,No,No,Yes
21,Maryland,State Representative,24,Michael Vaughn,DEM,2014,2018,3,No,No,Yes
22,Maryland,State Representative,25,Dereck Eugene Davis,DEM,2014,2018,3,No,No,Yes
23,Maryland,State Representative,26,Jay Walker,DEM,2014,2018,2,No,No,Yes
24,Maryland,State Representative,27A,James Proctor Jr.,DEM,2014,2018,1,No,No,Yes
25,Maryland,State Representative,27B,Michael Jackson,DEM,2014,2018,1,No,Yes,No
26,Maryland,State Representative,27C,Mark Nicholas Fisher,REP,2014,2018,1,No,Yes,Yes
27,Maryland,State Representative,28,Sally Jameson,DEM,2014,2018,1,No,No,No
28,Maryland,State Representative,29A,Matt Morgan,REP,2014,2018,1,No,Yes,Yes
29,Maryland,State Representative,29B,Deborah Christine Rey,REP,2014,2018,1,No,Yes,Yes
30,Maryland,State Representative,29C,Anthony Odonnell,REP,2014,2018,4,No,Yes,Yes
31,Maryland,State Representative,2A,Neil Parrott,REP,2014,2018,1,No,Yes,No
32,Maryland,State Representative,2B,Brett Wilson,REP,2014,2018,1,No,Yes,Yes
33,Maryland,State Representative,30A,Michael Busch,DEM,2014,2018,1,No,No,No
34,Maryland,State Representative,30A,Michael Busch,DEM,2014,2018,1,No,No,No
35,Maryland,State Representative,30B,Seth Adam Howard,REP,2014,2018,1,No,No,No
36,Maryland,State Representative,31A,Ned Carey,DEM,2014,2018,1,No,Yes,Yes
37,Maryland,State Representative,31B,Nicholaus Kipke,REP,2014,2018,1,No,No,No
38,Maryland,State Representative,32,Theodore John Sophocleus,DEM,2014,2018,4,No,No,No
39,Maryland,State Representative,33,Cathy Vitale,REP,2014,2018,1,No,No,No
40,Maryland,State Representative,34A,Mary Ann Lisanti,DEM,2014,2018,1,No,No,No
41,Maryland,State Representative,34A,Mary Ann Lisanti,DEM,2014,2018,1,No,No,No
42,Maryland,State Representative,34B,Susan McComas,REP,2014,2018,1,No,Yes,No
