,State,Position,District,Candidate,Party,Year Elected,Next Election,Number of Terms in Position,Unopposed in Last Election,DEM Unopposed in Primary,REP Unopposed in Primary
0,Virginia,Attorney General,0,Mark Rankin Herring,DEM,2017,2021,2,No,Yes,Yes
1,Virginia,Governor,0,Ralph Northam,DEM,2017,2021,1,No,Yes,Yes
2,Virginia,Lieutenant Governor,0,Justin Fairfax,DEM,2017,2021,1,No,Yes,Yes
3,Virginia,State Representative,1,Terry Kilgore,REP,2017,2019,9,No,Yes,Yes
4,Virginia,State Representative,2,Jennifer Carroll Foy,DEM,2017,2019,1,No,Yes,Yes
5,Virginia,State Representative,3,James Morefield,REP,2017,2019,5,No,Yes,Yes
6,Virginia,State Representative,4,Todd Pillion,REP,2017,2019,3,Yes,Yes,Yes
7,Virginia,State Representative,5,Israel Oquinn,REP,2017,2019,4,Yes,Yes,Yes
8,Virginia,State Representative,6,Jeffrey Campbell,REP,2017,2019,3,No,Yes,Yes
9,Virginia,State Representative,7,Larry Rush,REP,2017,2019,4,No,Yes,Yes
10,Virginia,State Representative,8,Gregory Habeeb,REP,2017,2019,4,No,Yes,Yes
11,Virginia,State Representative,9,Charles Poindexter,REP,2017,2019,6,No,Yes,Yes
12,Virginia,State Representative,10,Wendy Gooditis,DEM,2017,2019,1,No,Yes,Yes
13,Virginia,State Representative,11,Sam Rasoul,DEM,2017,2019,3,Yes,Yes,Yes
14,Virginia,State Representative,12,Chris Hurst,DEM,2017,2019,1,No,Yes,Yes
15,Virginia,State Representative,13,Danica Roem,DEM,2017,2019,1,No,Yes,Yes
16,Virginia,State Representative,14,Danny Marshall III,REP,2017,2019,9,Yes,Yes,Yes
17,Virginia,State Representative,15,Christopher Todd Gilbert,REP,2017,2019,7,Yes,Yes,Yes
18,Virginia,State Representative,16,Les Adams,REP,2017,2019,3,Yes,Yes,Yes
19,Virginia,State Representative,17,Christopher Head,REP,2017,2019,4,No,Yes,Yes
20,Virginia,State Representative,18,Michael Webert,REP,2017,2019,4,No,Yes,Yes
21,Virginia,State Representative,19,Terry Austin,REP,2017,2019,3,Yes,Yes,Yes
22,Virginia,State Representative,20,Richard Bell,REP,2017,2019,5,No,Yes,Yes
23,Virginia,State Representative,21,Kelly Convirs-Fowler,DEM,2017,2019,1,No,Yes,Yes
24,Virginia,State Representative,22,Kathy Byron,REP,2017,2019,9,Yes,Yes,Yes
25,Virginia,State Representative,23,Scott Garrett,REP,2017,2019,5,No,Yes,Yes
26,Virginia,State Representative,24,Ben Cline,REP,2017,2019,8,No,Yes,Yes
27,Virginia,State Representative,25,Steven Landes,REP,2017,2019,9,No,Yes,Yes
28,Virginia,State Representative,26,Tony Wilt,REP,2017,2019,4,No,Yes,Yes
29,Virginia,State Representative,27,Roxann Robinson,REP,2017,2019,4,No,Yes,Yes
30,Virginia,State Representative,28,Robert Thomas Jr.,REP,2017,2019,1,No,Yes,Yes
31,Virginia,State Representative,29,Christopher Collins,REP,2017,2019,2,No,Yes,Yes
32,Virginia,State Representative,30,Nicholas Freitas,REP,2017,2019,2,No,Yes,Yes
33,Virginia,State Representative,31,Elizabeth Guzman,DEM,2017,2019,1,No,Yes,Yes
34,Virginia,State Representative,32,David Reid,DEM,2017,2019,1,No,Yes,Yes
35,Virginia,State Representative,33,Dave Larock,REP,2017,2019,3,No,Yes,Yes
36,Virginia,State Representative,34,Kathleen Johnson Murphy,DEM,2017,2019,2,No,Yes,Yes
37,Virginia,State Representative,35,Mark Keam,DEM,2017,2019,5,Yes,Yes,Yes
38,Virginia,State Representative,36,Kenneth Plum,DEM,2017,2019,9,Yes,Yes,Yes
39,Virginia,State Representative,37,David Bulova,DEM,2015,2017,6,No,Yes,Yes
40,Virginia,State Representative,38,Kaye Kory,DEM,2017,2019,5,No,Yes,Yes
41,Virginia,State Representative,39,Vivian Watts,DEM,2015,2017,8,Yes,Yes,Yes
42,Virginia,State Representative,40,Timothy Hugo,REP,2017,2019,8,No,Yes,Yes
43,Virginia,State Representative,41,Eileen Filler-Corn,DEM,2017,2019,4,Yes,Yes,Yes
44,Virginia,State Representative,42,Kathy L Tran,DEM,2017,2019,1,No,Yes,Yes
45,Virginia,State Representative,43,Mark Sickles,DEM,2017,2019,8,Yes,Yes,Yes
