,State,Position,District,Candidate,Party,Year Elected,Next Election,Number of Terms in Position,Unopposed in Last Election,DEM Unopposed in Primary,REP Unopposed in Primary
0,South Carolina,Attorney General,0,Michael Alan Wilson,REP,2010,2014,0,No,Yes,No
1,South Carolina,Comptroller,0,Richard Eckstrom,REP,2010,2014,0,No,Yes,Yes
2,South Carolina,Governor,nan,Nikki Haley,REP,2010,2014,0,No,No,No
3,South Carolina,Secretary Of State,0,John Mark Hammond,REP,2010,2014,0,No,Yes,No
4,South Carolina,State Representative,1,Bill Whitmire,REP,2010,2012,5,Yes,Yes,Yes
5,South Carolina,State Representative,1,Bill Whitmire,REP,2008,2010,4,Yes,Yes,Yes
6,South Carolina,State Representative,1,Bill Whitmire,REP,2006,2008,3,No,Yes,Yes
7,South Carolina,State Representative,2,Bill Sandifer III,REP,2010,2012,6,Yes,Yes,Yes
8,South Carolina,State Representative,2,Bill Sandifer III,REP,2008,2010,5,Yes,Yes,Yes
9,South Carolina,State Representative,2,Bill Sandifer III,REP,2006,2008,4,Yes,Yes,Yes
10,South Carolina,State Representative,3,R Skelton,REP,2010,2012,5,Yes,Yes,Yes
11,South Carolina,State Representative,3,R Skelton,REP,2008,2010,4,No,Yes,Yes
12,South Carolina,State Representative,3,R Skelton,REP,2006,2008,3,Yes,Yes,Yes
13,South Carolina,State Representative,4,Davey Hiott,REP,2010,2012,4,Yes,Yes,No
14,South Carolina,State Representative,4,Davey Hiott,REP,2008,2010,3,Yes,Yes,No
15,South Carolina,State Representative,4,Davey Hiott,REP,2006,2008,2,Yes,Yes,No
16,South Carolina,State Representative,5,Phillip Owens,REP,2010,2012,5,Yes,Yes,No
17,South Carolina,State Representative,5,Phillip Owens,REP,2008,2010,4,Yes,Yes,No
18,South Carolina,State Representative,5,Phillip Owens,REP,2006,2008,3,Yes,Yes,No
19,South Carolina,State Representative,6,Brian Keith White,REP,2010,2012,6,Yes,Yes,No
20,South Carolina,State Representative,6,Brian Keith White,REP,2008,2010,5,Yes,Yes,No
21,South Carolina,State Representative,6,Brian Keith White,REP,2006,2008,4,Yes,Yes,No
22,South Carolina,State Representative,7,Mike Gambrell,REP,2010,2012,3,Yes,Yes,No
23,South Carolina,State Representative,7,Mike Gambrell,REP,2008,2010,2,No,Yes,No
24,South Carolina,State Representative,7,Mike Gambrell,REP,2006,2008,1,No,Yes,No
25,South Carolina,State Representative,8,Don Bowen,REP,2010,2012,3,No,Yes,No
26,South Carolina,State Representative,8,Don Bowen,REP,2008,2010,2,No,Yes,No
27,South Carolina,State Representative,8,Don Bowen,REP,2006,2008,1,No,Yes,No
28,South Carolina,State Representative,9,Anne Thayer,REP,2010,2012,1,No,Yes,Yes
29,South Carolina,State Representative,9,Michael Thompson,REP,2008,2010,5,Yes,Yes,Yes
30,South Carolina,State Representative,9,Michael Thompson,REP,2006,2008,4,Yes,Yes,Yes
31,South Carolina,State Representative,10,Daniel Cooper,REP,2010,2012,6,No,Yes,Yes
32,South Carolina,State Representative,10,Daniel Cooper,REP,2008,2010,5,Yes,Yes,Yes
33,South Carolina,State Representative,10,Daniel Cooper,REP,2006,2008,4,Yes,Yes,Yes
34,South Carolina,State Representative,11,Paul Agnew,DEM,2010,2012,4,Yes,Yes,No
35,South Carolina,State Representative,11,Paul Agnew,DEM,2008,2010,3,Yes,Yes,No
36,South Carolina,State Representative,11,Paul Agnew,DEM,2006,2008,2,Yes,Yes,No
37,South Carolina,State Representative,12,Anne Parks,DEM,2010,2012,6,No,Yes,Yes
38,South Carolina,State Representative,12,Anne Parks,DEM,2008,2010,5,Yes,Yes,Yes
39,South Carolina,State Representative,12,Anne Parks,DEM,2006,2008,4,No,Yes,Yes
40,South Carolina,State Representative,13,Gene Pinson,REP,2010,2012,5,No,Yes,Yes
41,South Carolina,State Representative,13,Gene Pinson,REP,2008,2010,4,Yes,Yes,Yes
42,South Carolina,State Representative,13,Gene Pinson,REP,2006,2008,3,Yes,Yes,Yes
43,South Carolina,State Representative,14,Mike Pitts,REP,2010,2012,5,No,Yes,Yes
44,South Carolina,State Representative,14,Mike Pitts,REP,2008,2010,4,Yes,Yes,Yes
45,South Carolina,State Representative,14,Mike Pitts,REP,2006,2008,3,Yes,Yes,Yes
46,South Carolina,State Representative,15,David Tribble Jr.,REP,2010,2012,1,Yes,Yes,No
47,South Carolina,State Representative,15,Jeff Duncan,REP,2008,2010,4,Yes,Yes,No
48,South Carolina,State Representative,15,Jeff Duncan,REP,2006,2008,3,No,Yes,No
49,South Carolina,State Representative,16,Mark Willis,REP,2010,2012,2,Yes,Yes,Yes
50,South Carolina,State Representative,16,Mark Willis,REP,2008,2010,1,No,Yes,Yes
51,South Carolina,State Representative,16,John Adam Taylor,REP,2006,2008,4,Yes,Yes,Yes
52,South Carolina,State Representative,17,Tom Corbin,REP,2010,2012,1,No,Yes,No
53,South Carolina,State Representative,17,Harry Cato,REP,2008,2010,5,Yes,Yes,No
54,South Carolina,State Representative,17,Harry Cato,REP,2006,2008,4,Yes,Yes,No
55,South Carolina,State Representative,18,Tommy Stringer,REP,2010,2012,2,No,Yes,No
56,South Carolina,State Representative,18,Tommy Stringer,REP,2008,2010,1,Yes,Yes,No
57,South Carolina,State Representative,18,Phil Shoopman,REP,2006,2008,1,No,Yes,No
58,South Carolina,State Representative,19,Dwight Loftis,REP,2010,2012,6,Yes,No,Yes
59,South Carolina,State Representative,19,Dwight Loftis,REP,2008,2010,5,Yes,No,Yes
60,South Carolina,State Representative,19,Dwight Loftis,REP,2006,2008,4,Yes,No,Yes
61,South Carolina,State Representative,20,Dan Hamilton,REP,2010,2012,2,No,Yes,No
62,South Carolina,State Representative,20,Dan Hamilton,REP,2008,2010,1,Yes,Yes,No
63,South Carolina,State Representative,20,Glenn Hamilton,REP,2006,2008,4,Yes,Yes,No
64,South Carolina,State Representative,21,William Wylie,REP,2008,2010,1,Yes,Yes,No
65,South Carolina,State Representative,21,Robert Leach,REP,2006,2008,4,Yes,Yes,No
66,South Carolina,State Representative,22,Wendy Nanney,REP,2010,2012,2,No,Yes,No
67,South Carolina,State Representative,22,Wendy Nanney,REP,2008,2010,1,Yes,Yes,No
68,South Carolina,State Representative,22,Gloria Arias Haskins,REP,2006,2008,3,Yes,Yes,No
69,South Carolina,State Representative,23,Chandra Dillard,DEM,2010,2012,2,No,Yes,Yes
70,South Carolina,State Representative,23,Chandra Dillard,DEM,2008,2010,1,No,Yes,Yes
71,South Carolina,State Representative,23,Fletcher Smith Jr.,DEM,2006,2008,4,Yes,Yes,Yes
72,South Carolina,State Representative,24,Bruce Bannister,REP,2010,2012,3,No,Yes,Yes
73,South Carolina,State Representative,24,Bruce Bannister,REP,2008,2010,2,Yes,Yes,Yes
74,South Carolina,State Representative,24,Bruce Bannister,REP,2006,2008,1,Yes,Yes,Yes
75,South Carolina,State Representative,25,Karl Allen,DEM,2010,2012,6,Yes,No,Yes
76,South Carolina,State Representative,25,Karl Allen,DEM,2008,2010,5,No,No,Yes
77,South Carolina,State Representative,25,Karl Allen,DEM,2006,2008,4,Yes,No,Yes
78,South Carolina,State Representative,26,Eric Bikas,REP,2010,2012,1,No,Yes,Yes
79,South Carolina,State Representative,26,Rex Fontaine Rice,REP,2008,2010,5,Yes,Yes,Yes
80,South Carolina,State Representative,26,Rex Fontaine Rice,REP,2006,2008,4,Yes,Yes,Yes
81,South Carolina,State Representative,27,Garry Smith,REP,2010,2012,4,No,Yes,No
82,South Carolina,State Representative,27,Garry Smith,REP,2008,2010,3,Yes,Yes,No
83,South Carolina,State Representative,27,Garry Smith,REP,2006,2008,2,Yes,Yes,No
84,South Carolina,State Representative,28,Eric Bedingfield,REP,2010,2012,3,No,Yes,No
85,South Carolina,State Representative,28,Eric Bedingfield,REP,2008,2010,2,No,Yes,No
86,South Carolina,State Representative,28,Eric Bedingfield,REP,2006,2008,1,No,Yes,No
87,South Carolina,State Representative,29,Dennis Carroll Moss,REP,2010,2012,3,Yes,Yes,Yes
88,South Carolina,State Representative,29,Dennis Carroll Moss,DEM,2008,2010,2,No,Yes,Yes
89,South Carolina,State Representative,29,Dennis Carroll Moss,DEM,2006,2008,1,No,Yes,Yes
90,South Carolina,State Representative,30,Steve Stephen Moss,REP,2010,2012,1,Yes,Yes,Yes
91,South Carolina,State Representative,30,Olin Ray Philips,DEM,2008,2010,5,No,Yes,Yes
92,South Carolina,State Representative,30,Olin Ray Philips,DEM,2006,2008,4,No,Yes,Yes
93,South Carolina,State Representative,31,Harold Mitchell Jr.,DEM,2010,2012,3,No,Yes,Yes
94,South Carolina,State Representative,31,Harold Mitchell Jr.,DEM,2008,2010,2,Yes,Yes,Yes
95,South Carolina,State Representative,31,Harold Mitchell Jr.,DEM,2006,2008,1,Yes,Yes,Yes
96,South Carolina,State Representative,32,Joseph Derham Cole Jr.,REP,2010,2012,2,Yes,Yes,No
97,South Carolina,State Representative,32,Joseph Derham Cole Jr.,REP,2008,2010,1,No,Yes,No
98,South Carolina,State Representative,32,Doug Smith,REP,2006,2008,4,Yes,Yes,No
99,South Carolina,State Representative,33,Eddie Tallon,REP,2010,2012,1,Yes,Yes,No
100,South Carolina,State Representative,33,Lanny Littlejohn Sr.,REP,2008,2010,5,No,Yes,No
101,South Carolina,State Representative,33,Lanny Littlejohn Sr.,REP,2006,2008,4,Yes,Yes,No
102,South Carolina,State Representative,34,Mike Michael Forrester,REP,2010,2012,2,Yes,Yes,Yes
103,South Carolina,State Representative,34,Mike Michael Forrester,REP,2008,2010,1,No,Yes,Yes
104,South Carolina,State Representative,34,Scott Talley,REP,2006,2008,4,Yes,Yes,Yes
105,South Carolina,State Representative,35,Bill Chumley,REP,2010,2012,1,No,Yes,Yes
106,South Carolina,State Representative,35,Keith Kelly,REP,2008,2010,2,Yes,Yes,Yes
107,South Carolina,State Representative,35,Keith Kelly,REP,2006,2008,1,No,Yes,Yes
108,South Carolina,State Representative,36,Merita Ann Allison,REP,2010,2012,2,No,Yes,Yes
109,South Carolina,State Representative,36,Merita Ann Allison,REP,2008,2010,1,Yes,Yes,Yes
110,South Carolina,State Representative,36,Joseph Mahaffey,REP,2006,2008,3,No,Yes,Yes
111,South Carolina,State Representative,37,Steve Parker,REP,2010,2012,2,No,Yes,No
112,South Carolina,State Representative,37,Steve Parker,REP,2008,2010,1,No,Yes,No
113,South Carolina,State Representative,37,Guy Ralph Davenport Jr.,REP,2006,2008,4,Yes,Yes,No
114,South Carolina,State Representative,38,Doug Douglas Brannon,REP,2010,2012,1,No,Yes,No
115,South Carolina,State Representative,38,Joey Millwood,REP,2008,2010,1,No,Yes,No
116,South Carolina,State Representative,38,Bob Walker,REP,2006,2008,4,Yes,Yes,No
117,South Carolina,State Representative,39,Marion Frye,REP,2010,2012,6,No,Yes,Yes
118,South Carolina,State Representative,39,Marion Frye,REP,2008,2010,5,No,Yes,Yes
119,South Carolina,State Representative,39,Marion Frye,REP,2006,2008,4,Yes,Yes,Yes
120,South Carolina,State Representative,40,Walt McLeod,DEM,2010,2012,6,Yes,Yes,Yes
121,South Carolina,State Representative,40,Walt McLeod,DEM,2008,2010,5,Yes,Yes,Yes
122,South Carolina,State Representative,40,Walt McLeod,DEM,2006,2008,4,Yes,Yes,Yes
123,South Carolina,State Representative,41,Boyd Brown,DEM,2010,2012,2,No,No,Yes
124,South Carolina,State Representative,41,Boyd Brown,DEM,2008,2010,1,No,No,Yes
125,South Carolina,State Representative,41,Creighton Coleman,DEM,2006,2008,4,Yes,No,Yes
126,South Carolina,State Representative,42,Mike Anthony,DEM,2010,2012,5,No,Yes,No
127,South Carolina,State Representative,42,Mike Anthony,DEM,2008,2010,4,Yes,Yes,No
128,South Carolina,State Representative,42,Mike Anthony,DEM,2006,2008,3,Yes,Yes,No
129,South Carolina,State Representative,43,Greg Gregory Delleney Jr.,REP,2010,2012,6,Yes,Yes,No
130,South Carolina,State Representative,43,Greg Gregory Delleney Jr.,REP,2008,2010,5,Yes,Yes,No
131,South Carolina,State Representative,43,Greg Gregory Delleney Jr.,REP,2006,2008,4,Yes,Yes,No
132,South Carolina,State Representative,44,Jimmy Neal,DEM,2010,2012,6,No,Yes,Yes
133,South Carolina,State Representative,44,Jimmy Neal,DEM,2008,2010,5,Yes,Yes,Yes
134,South Carolina,State Representative,44,Jimmy Neal,DEM,2006,2008,4,Yes,Yes,Yes
135,South Carolina,State Representative,45,Deborah Long,REP,2010,2012,2,No,Yes,Yes
136,South Carolina,State Representative,45,Deborah Long,REP,2008,2010,1,No,Yes,Yes
137,South Carolina,State Representative,45,Mick Michael Mulvaney,REP,2006,2008,1,No,Yes,Yes
138,South Carolina,State Representative,46,Gary Simrill,REP,2010,2012,6,No,Yes,Yes
139,South Carolina,State Representative,46,Gary Simrill,REP,2008,2010,5,No,Yes,Yes
140,South Carolina,State Representative,46,Gary Simrill,REP,2006,2008,4,Yes,Yes,Yes
141,South Carolina,State Representative,47,Tommy Pope,REP,2010,2012,1,No,Yes,Yes
142,South Carolina,State Representative,47,Herbert Kirsh,DEM,2008,2010,5,Yes,Yes,Yes
143,South Carolina,State Representative,47,Herbert Kirsh,DEM,2006,2008,4,Yes,Yes,Yes
144,South Carolina,State Representative,48,Ralph Norman,REP,2010,2012,1,No,Yes,Yes
145,South Carolina,State Representative,48,Carl Gullick,REP,2008,2010,2,Yes,Yes,Yes
146,South Carolina,State Representative,48,Carl Gullick,REP,2006,2008,1,No,Yes,Yes
147,South Carolina,State Representative,49,John King,DEM,2010,2012,2,Yes,Yes,Yes
148,South Carolina,State Representative,49,John King,DEM,2008,2010,1,No,Yes,Yes
149,South Carolina,State Representative,49,Bessie Moody-Lawrence,DEM,2006,2008,4,Yes,Yes,Yes
150,South Carolina,State Representative,50,Grady Brown,DEM,2010,2012,6,Yes,Yes,Yes
151,South Carolina,State Representative,50,Grady Brown,DEM,2008,2010,5,Yes,Yes,Yes
152,South Carolina,State Representative,50,Grady Brown,DEM,2006,2008,4,Yes,Yes,Yes
153,South Carolina,State Representative,51,David Weeks,DEM,2010,2012,6,Yes,Yes,Yes
154,South Carolina,State Representative,51,David Weeks,DEM,2008,2010,5,Yes,Yes,Yes
155,South Carolina,State Representative,51,David Weeks,DEM,2006,2008,4,Yes,Yes,Yes
156,South Carolina,State Representative,52,Laurie Slade Funderburk,DEM,2010,2012,4,Yes,Yes,Yes
157,South Carolina,State Representative,52,Laurie Slade Funderburk,DEM,2008,2010,3,Yes,Yes,Yes
158,South Carolina,State Representative,52,Laurie Slade Funderburk,DEM,2006,2008,2,Yes,Yes,Yes
159,South Carolina,State Representative,53,Ted Martin Vick,DEM,2010,2012,4,Yes,Yes,Yes
160,South Carolina,State Representative,53,Ted Martin Vick,DEM,2008,2010,3,Yes,Yes,Yes
161,South Carolina,State Representative,53,Ted Martin Vick,DEM,2006,2008,2,Yes,Yes,Yes
162,South Carolina,State Representative,54,Elizabeth Munnerlyn,DEM,2010,2012,1,Yes,Yes,Yes
163,South Carolina,State Representative,54,Douglas Jennings Jr.,DEM,2008,2010,5,Yes,Yes,Yes
164,South Carolina,State Representative,54,Douglas Jennings Jr.,DEM,2006,2008,4,Yes,Yes,Yes
165,South Carolina,State Representative,55,Jackie Hayes,DEM,2010,2012,6,Yes,No,Yes
166,South Carolina,State Representative,55,Jackie Hayes,DEM,2008,2010,5,Yes,No,Yes
167,South Carolina,State Representative,55,Jackie Hayes,DEM,2006,2008,4,No,No,Yes
168,South Carolina,State Representative,56,Denny Neilson,DEM,2010,2012,6,Yes,Yes,No
169,South Carolina,State Representative,56,Denny Neilson,DEM,2008,2010,5,Yes,Yes,No
170,South Carolina,State Representative,56,Denny Neilson,DEM,2006,2008,4,No,Yes,No
171,South Carolina,State Representative,57,James Battle Jr.,DEM,2010,2012,6,Yes,Yes,Yes
172,South Carolina,State Representative,57,James Battle Jr.,DEM,2008,2010,5,Yes,Yes,Yes
173,South Carolina,State Representative,57,James Battle Jr.,DEM,2006,2008,4,Yes,Yes,Yes
174,South Carolina,State Representative,58,Liston Barfield,REP,2010,2012,6,No,Yes,Yes
175,South Carolina,State Representative,58,Liston Barfield,REP,2008,2010,5,No,Yes,Yes
176,South Carolina,State Representative,58,Liston Barfield,REP,2006,2008,4,Yes,Yes,Yes
177,South Carolina,State Representative,59,Terry Alexander,DEM,2010,2012,3,Yes,Yes,Yes
178,South Carolina,State Representative,59,Terry Alexander,DEM,2008,2010,2,Yes,Yes,Yes
179,South Carolina,State Representative,59,Terry Alexander,DEM,2006,2008,1,Yes,Yes,Yes
180,South Carolina,State Representative,60,Phillip Lowe,REP,2010,2012,3,No,Yes,Yes
181,South Carolina,State Representative,60,Phillip Lowe,REP,2008,2010,2,No,Yes,Yes
182,South Carolina,State Representative,60,Phillip Lowe,REP,2006,2008,1,No,Yes,Yes
183,South Carolina,State Representative,61,Lester Branham Jr.,DEM,2010,2012,5,Yes,Yes,Yes
184,South Carolina,State Representative,61,Lester Branham Jr.,DEM,2008,2010,4,Yes,Yes,Yes
185,South Carolina,State Representative,61,Lester Branham Jr.,DEM,2006,2008,3,Yes,Yes,Yes
186,South Carolina,State Representative,62,Robert Williams,DEM,2010,2012,3,Yes,No,Yes
187,South Carolina,State Representative,62,Robert Williams,DEM,2008,2010,2,Yes,No,Yes
188,South Carolina,State Representative,62,Robert Williams,DEM,2006,2008,1,No,No,Yes
189,South Carolina,State Representative,63,Kris Crawford,REP,2010,2012,3,No,Yes,Yes
190,South Carolina,State Representative,63,Kris Crawford,REP,2008,2010,2,No,Yes,Yes
191,South Carolina,State Representative,63,Kris Crawford,REP,2006,2008,1,No,Yes,Yes
